,Crime Type,Subject Count,state,year,url
2,BEC/EAC,10,West Virginia,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
3,Charity,0,West Virginia,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
4,Civil Matter,2,West Virginia,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
5,Confidence Fraud/Romance,36,West Virginia,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
6,Corporate Data Breach,5,West Virginia,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
7,Credit Card Fraud,16,West Virginia,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
8,Crimes Against Children,2,West Virginia,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
9,Criminal Forums,0,West Virginia,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
10,Denial of Service/TDos,5,West Virginia,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
11,Employment,11,West Virginia,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
12,Extortion,23,West Virginia,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
13,Gambling,1,West Virginia,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
14,Government Impersonation,10,West Virginia,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
15,Hacktivist,0,West Virginia,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
16,Harassment/Threats of Violence,27,West Virginia,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
17,Health Care Related,0,West Virginia,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
18,IPR/Copyright and Counterfeit,1,West Virginia,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
19,,,West Virginia,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
20,Descriptors*,,West Virginia,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
21,Social Media,63,West Virginia,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
22,"*These descriptors relate to the medium or tool used to facilitate the crime, and are used by the IC3 for tracking purposes only. They are available only after another crime type has been selected.",,West Virginia,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
1,Identity Theft,27,West Virginia,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
2,Investment,4,West Virginia,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
3,Lottery/Sweepstakes/Inheritance,5,West Virginia,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
4,Malware/Scareware/Virus,2,West Virginia,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
5,Misrepresentation,0,West Virginia,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
6,No Lead Value,16,West Virginia,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
7,Non-payment/Non-Delivery,179,West Virginia,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
8,Other,7,West Virginia,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
9,Overpayment,8,West Virginia,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
10,Personal Data Breach,40,West Virginia,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
11,Phishing/Vishing/Smishing/Pharming,7,West Virginia,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
12,Ransomware,0,West Virginia,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
13,Re-shipping,1,West Virginia,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
14,Real Estate/Rental,9,West Virginia,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
15,Spoofing,23,West Virginia,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
16,Tech Support,9,West Virginia,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
17,Terrorism,0,West Virginia,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
18,,,West Virginia,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
21,Virtual Currency,11,West Virginia,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
1,Advanced Fee,36,Wisconsin,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
2,BEC/EAC,40,Wisconsin,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
3,Charity,0,Wisconsin,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
4,Civil Matter,10,Wisconsin,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
5,Confidence Fraud/Romance,92,Wisconsin,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
6,Corporate Data Breach,8,Wisconsin,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
7,Credit Card Fraud,63,Wisconsin,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
8,Crimes Against Children,6,Wisconsin,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
9,Criminal Forums,0,Wisconsin,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
10,Denial of Service/TDos,6,Wisconsin,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
11,Employment,44,Wisconsin,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
12,Extortion,70,Wisconsin,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
13,Gambling,2,Wisconsin,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
14,Government Impersonation,17,Wisconsin,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
15,Hacktivist,0,Wisconsin,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
16,Harassment/Threats of Violence,88,Wisconsin,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
17,Health Care Related,2,Wisconsin,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
18,IPR/Copyright and Counterfeit,10,Wisconsin,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
19,,,Wisconsin,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
20,Descriptors*,,Wisconsin,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
21,Social Media,128,Wisconsin,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
22,"*These descriptors relate to the medium or tool used to facilitate the crime, and are used by the IC3 for tracking purposes only. They are available only after another crime type has been selected.",,Wisconsin,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
1,Identity Theft,63,Wisconsin,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
2,Investment,9,Wisconsin,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
3,Lottery/Sweepstakes/Inheritance,19,Wisconsin,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
4,Malware/Scareware/Virus,2,Wisconsin,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
5,Misrepresentation,0,Wisconsin,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
6,No Lead Value,129,Wisconsin,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
7,Non-payment/Non-Delivery,376,Wisconsin,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
8,Other,15,Wisconsin,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
9,Overpayment,36,Wisconsin,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
10,Personal Data Breach,148,Wisconsin,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
11,Phishing/Vishing/Smishing/Pharming,42,Wisconsin,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
12,Ransomware,1,Wisconsin,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
13,Re-shipping,6,Wisconsin,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
14,Real Estate/Rental,47,Wisconsin,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
15,Spoofing,79,Wisconsin,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
16,Tech Support,25,Wisconsin,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
17,Terrorism,0,Wisconsin,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
18,,,Wisconsin,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
21,Virtual Currency,38,Wisconsin,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
1,Advanced Fee,9,Wyoming,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
2,BEC/EAC,5,Wyoming,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
3,Charity,0,Wyoming,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
4,Civil Matter,1,Wyoming,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
5,Confidence Fraud/Romance,11,Wyoming,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
6,Corporate Data Breach,1,Wyoming,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
7,Credit Card Fraud,12,Wyoming,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
8,Crimes Against Children,1,Wyoming,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
9,Criminal Forums,0,Wyoming,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
10,Denial of Service/TDos,0,Wyoming,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
11,Employment,6,Wyoming,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
12,Extortion,12,Wyoming,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
13,Gambling,0,Wyoming,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
14,Government Impersonation,4,Wyoming,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
15,Hacktivist,0,Wyoming,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
16,Harassment/Threats of Violence,12,Wyoming,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
17,Health Care Related,7,Wyoming,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
18,IPR/Copyright and Counterfeit,1,Wyoming,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
19,,,Wyoming,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
20,Descriptors*,,Wyoming,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
21,Social Media,17,Wyoming,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
22,"*These descriptors relate to the medium or tool used to facilitate the crime, and are used by the IC3 for tracking purposes only. They are available only after another crime type has been selected.",,Wyoming,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
1,Identity Theft,3,Wyoming,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
2,Investment,3,Wyoming,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
3,Lottery/Sweepstakes/Inheritance,0,Wyoming,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
4,Malware/Scareware/Virus,1,Wyoming,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
5,Misrepresentation,0,Wyoming,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
6,No Lead Value,7,Wyoming,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
7,Non-payment/Non-Delivery,134,Wyoming,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
8,Other,4,Wyoming,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
9,Overpayment,3,Wyoming,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
10,Personal Data Breach,27,Wyoming,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
11,Phishing/Vishing/Smishing/Pharming,8,Wyoming,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
12,Ransomware,0,Wyoming,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
13,Re-shipping,0,Wyoming,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
14,Real Estate/Rental,15,Wyoming,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
15,Spoofing,13,Wyoming,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
16,Tech Support,9,Wyoming,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
17,Terrorism,0,Wyoming,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
18,,,Wyoming,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
21,Virtual Currency,5,Wyoming,2020,https://www.ic3.gov/Media/PDF/AnnualReport/2020State/StateReport.aspx
1,Advanced Fee,41,Alabama,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
2,BEC/EAC,40,Alabama,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
3,Civil Matter,2,Alabama,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
4,Computer Intrusion,4,Alabama,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
5,Confidence Fraud/Romance,88,Alabama,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
6,Corporate Data Breach,6,Alabama,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
7,Credit Card Fraud,99,Alabama,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
8,Crimes Against Children,2,Alabama,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
9,Denial of Service/TDos,0,Alabama,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
10,Employment,60,Alabama,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
11,Extortion,58,Alabama,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
12,Gambling,2,Alabama,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
13,Government Impersonation,20,Alabama,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
14,Health Care Related,1,Alabama,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
15,IPR/Copyright and Counterfeit,14,Alabama,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
16,Identity Theft,110,Alabama,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
17,,,Alabama,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
18,Descriptors*,,Alabama,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
19,Social Media,140,Alabama,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
20,"*These descriptors relate to the medium or tool used to facilitate the crime, and are used by the IC3 for tracking purposes only. They are available only after another crime type has been selected.",,Alabama,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
1,Investment,40,Alabama,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
2,Lottery/Sweepstakes/Inheritance,10,Alabama,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
3,Malware/Scareware/Virus,1,Alabama,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
4,No Lead Value,206,Alabama,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
5,Non-payment/Non-Delivery,349,Alabama,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
6,Other,39,Alabama,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
7,Overpayment,31,Alabama,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
8,Personal Data Breach,201,Alabama,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
9,Phishing/Vishing/Smishing/Pharming,41,Alabama,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
10,Ransomware,3,Alabama,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
11,Re-shipping,2,Alabama,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
12,Real Estate/Rental,27,Alabama,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
13,Spoofing,39,Alabama,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
14,Tech Support,48,Alabama,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
15,Terrorism/Threats of Violence,77,Alabama,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
16,,,Alabama,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
19,Virtual Currency,41,Alabama,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
1,Advanced Fee,1,Alaska,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
2,BEC/EAC,8,Alaska,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
3,Civil Matter,3,Alaska,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
4,Computer Intrusion,1,Alaska,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
5,Confidence Fraud/Romance,31,Alaska,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
6,Corporate Data Breach,0,Alaska,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
7,Credit Card Fraud,8,Alaska,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
8,Crimes Against Children,0,Alaska,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
9,Denial of Service/TDos,0,Alaska,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
10,Employment,7,Alaska,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
11,Extortion,21,Alaska,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
12,Gambling,1,Alaska,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
13,Government Impersonation,16,Alaska,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
14,Health Care Related,0,Alaska,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
15,IPR/Copyright and Counterfeit,2,Alaska,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
16,Identity Theft,17,Alaska,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
17,,,Alaska,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
18,Descriptors*,,Alaska,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
19,Social Media,31,Alaska,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
20,"*These descriptors relate to the medium or tool used to facilitate the crime, and are used by the IC3 for tracking purposes only. They are available only after another crime type has been selected.",,Alaska,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
1,Investment,10,Alaska,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
2,Lottery/Sweepstakes/Inheritance,6,Alaska,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
3,Malware/Scareware/Virus,0,Alaska,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
4,No Lead Value,90,Alaska,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
5,Non-payment/Non-Delivery,67,Alaska,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
6,Other,11,Alaska,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
7,Overpayment,5,Alaska,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
8,Personal Data Breach,77,Alaska,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
9,Phishing/Vishing/Smishing/Pharming,15,Alaska,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
10,Ransomware,1,Alaska,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
11,Re-shipping,0,Alaska,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
12,Real Estate/Rental,6,Alaska,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
13,Spoofing,7,Alaska,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
14,Tech Support,13,Alaska,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
15,Terrorism/Threats of Violence,27,Alaska,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
16,,,Alaska,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
19,Virtual Currency,11,Alaska,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
1,Advanced Fee,0,American Samoa,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
2,BEC/EAC,0,American Samoa,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
3,Civil Matter,0,American Samoa,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
4,Computer Intrusion,0,American Samoa,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
5,Confidence Fraud/Romance,0,American Samoa,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
6,Corporate Data Breach,0,American Samoa,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
7,Credit Card Fraud,1,American Samoa,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
8,Crimes Against Children,0,American Samoa,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
9,Denial of Service/TDos,0,American Samoa,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
10,Employment,0,American Samoa,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
11,Extortion,0,American Samoa,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
12,Gambling,0,American Samoa,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
13,Government Impersonation,0,American Samoa,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
14,Health Care Related,0,American Samoa,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
15,IPR/Copyright and Counterfeit,0,American Samoa,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
16,Identity Theft,0,American Samoa,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
17,,,American Samoa,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
18,Descriptors*,,American Samoa,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
19,Social Media,0,American Samoa,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
20,"*These descriptors relate to the medium or tool used to facilitate the crime, and are used by the IC3 for tracking purposes only. They are available only after another crime type has been selected.",,American Samoa,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
1,Investment,0,American Samoa,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
2,Lottery/Sweepstakes/Inheritance,0,American Samoa,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
3,Malware/Scareware/Virus,0,American Samoa,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
4,No Lead Value,1,American Samoa,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
5,Non-payment/Non-Delivery,0,American Samoa,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
6,Other,0,American Samoa,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
7,Overpayment,0,American Samoa,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
8,Personal Data Breach,1,American Samoa,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
9,Phishing/Vishing/Smishing/Pharming,0,American Samoa,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
10,Ransomware,0,American Samoa,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
11,Re-shipping,0,American Samoa,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
12,Real Estate/Rental,0,American Samoa,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
13,Spoofing,0,American Samoa,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
14,Tech Support,0,American Samoa,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
15,Terrorism/Threats of Violence,0,American Samoa,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
