,Crime Type,Loss Amount,state,year,url
26398,Overpayment,200668,Kentucky,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26399,Personal Data Breach,1657888,Kentucky,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26400,Phishing/Vishing/Smishing/Pharming,177659,Kentucky,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26401,Ransomware,164291,Kentucky,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26402,Re-shipping,0,Kentucky,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26403,Real Estate/Rental,1905020,Kentucky,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26404,Spoofing,160748,Kentucky,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26405,Tech Support,1644136,Kentucky,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26406,Terrorism/Threats of Violence,7900,Kentucky,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26407,,,Kentucky,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26410,Virtual Currency,2898986,Kentucky,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26412,Advanced Fee,472815,Kentucky,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26413,BEC/EAC,2054322,Kentucky,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26414,Civil Matter,35633,Kentucky,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26415,Computer Intrusion,422,Kentucky,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26416,Confidence Fraud/Romance,851974,Kentucky,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26417,Corporate Data Breach,260,Kentucky,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26418,Credit Card Fraud,292952,Kentucky,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26419,Crimes Against Children,40,Kentucky,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26420,Denial of Service/TDos,0,Kentucky,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26421,Employment,113207,Kentucky,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26422,Extortion,81733,Kentucky,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26423,Gambling,435,Kentucky,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26424,Government Impersonation,30500,Kentucky,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26426,IPR/Copyright and Counterfeit,1631,Kentucky,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26427,Identity Theft,37588,Kentucky,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26430,Social Media,215425,Kentucky,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26432,Investment,217065,Kentucky,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26433,Lottery/Sweepstakes/Inheritance,11965,Kentucky,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26434,Malware/Scareware/Virus,0,Kentucky,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26436,Non-payment/Non-Delivery,887076,Kentucky,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26437,Other,83042,Kentucky,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26438,Overpayment,72446,Kentucky,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26439,Personal Data Breach,288525,Kentucky,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26440,Phishing/Vishing/Smishing/Pharming,12230,Kentucky,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26441,Ransomware,0,Kentucky,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26442,Re-shipping,4200,Kentucky,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26443,Real Estate/Rental,527445,Kentucky,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26444,Spoofing,67159,Kentucky,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26445,Tech Support,900480,Kentucky,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26446,Terrorism/Threats of Violence,1212,Kentucky,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26450,Virtual Currency,818494,Kentucky,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26452,Advanced Fee,654824,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26453,BEC/EAC,10760906,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26454,Civil Matter,36778,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26455,Computer Intrusion,0,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26456,Confidence Fraud/Romance,10322446,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26457,Corporate Data Breach,219459,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26458,Credit Card Fraud,2182039,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26459,Crimes Against Children,46730,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26460,Denial of Service/TDos,0,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26461,Employment,456189,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26462,Extortion,355881,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26463,Gambling,1507,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26464,Government Impersonation,1677478,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26465,Health Care Related,500494,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26466,IPR/Copyright and Counterfeit,22082,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26467,Identity Theft,2024250,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26468,,,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26469,Descriptors*,,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26470,Social Media,930164,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26471,"*These descriptors relate to the medium or tool used to facilitate the crime, and are used by the IC3 for tracking purposes only. They are available only after another crime type has been selected.",,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26472,Investment,3104940,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26473,Lottery/Sweepstakes/Inheritance,422072,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26474,Malware/Scareware/Virus,350,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26475,No Lead Value,0,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26476,Non-payment/Non-Delivery,2239972,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26477,Other,683205,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26478,Overpayment,211326,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26479,Personal Data Breach,2751169,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26480,Phishing/Vishing/Smishing/Pharming,118078,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26481,Ransomware,0,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26482,Re-shipping,0,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26483,Real Estate/Rental,467884,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26484,Spoofing,313271,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26485,Tech Support,1487353,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26486,Terrorism/Threats of Violence,25642,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26487,,,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26490,Virtual Currency,6481402,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26492,Advanced Fee,665859,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26493,BEC/EAC,31170052,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26494,Civil Matter,1275,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26496,Confidence Fraud/Romance,2378640,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26497,Corporate Data Breach,3908,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26498,Credit Card Fraud,2640156,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26499,Crimes Against Children,46018,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26501,Employment,111944,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26502,Extortion,21452,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26503,Gambling,0,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26504,Government Impersonation,62966,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26505,Health Care Related,122500,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26506,IPR/Copyright and Counterfeit,123669,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26507,Identity Theft,2141186,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26510,Social Media,180502,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26512,Investment,1402078,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26513,Lottery/Sweepstakes/Inheritance,162981,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26514,Malware/Scareware/Virus,0,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26516,Non-payment/Non-Delivery,2128413,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26517,Other,608466,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26518,Overpayment,114638,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26519,Personal Data Breach,733774,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26520,Phishing/Vishing/Smishing/Pharming,20065,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26523,Real Estate/Rental,658614,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26524,Spoofing,181364,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26525,Tech Support,92552,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26526,Terrorism/Threats of Violence,20019,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26530,Virtual Currency,2096195,Louisiana,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26532,Advanced Fee,58601,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26533,BEC/EAC,2706111,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26534,Civil Matter,2650,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26535,Computer Intrusion,38793,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26536,Confidence Fraud/Romance,386894,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26537,Corporate Data Breach,63326,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26538,Credit Card Fraud,205618,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26539,Crimes Against Children,100,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26540,Denial of Service/TDos,0,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26541,Employment,39101,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26542,Extortion,72636,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26543,Gambling,0,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26544,Government Impersonation,280528,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26545,Health Care Related,17,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26546,IPR/Copyright and Counterfeit,1835,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26547,Identity Theft,313665,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26548,,,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26549,Descriptors*,,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26550,Social Media,212154,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26551,"*These descriptors relate to the medium or tool used to facilitate the crime, and are used by the IC3 for tracking purposes only. They are available only after another crime type has been selected.",,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26552,Investment,357917,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26553,Lottery/Sweepstakes/Inheritance,393537,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26554,Malware/Scareware/Virus,600,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26555,No Lead Value,0,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26556,Non-payment/Non-Delivery,419859,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26557,Other,21097,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26558,Overpayment,28260,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26559,Personal Data Breach,1119441,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26560,Phishing/Vishing/Smishing/Pharming,22225,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26561,Ransomware,300774,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26562,Re-shipping,0,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26563,Real Estate/Rental,489309,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26564,Spoofing,44024,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26565,Tech Support,673339,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26566,Terrorism/Threats of Violence,900,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26567,,,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26570,Virtual Currency,1289212,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26572,Advanced Fee,10405,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26573,BEC/EAC,420215,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26574,Civil Matter,0,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26575,Computer Intrusion,299,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26576,Confidence Fraud/Romance,1119647,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26577,Corporate Data Breach,217,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26578,Credit Card Fraud,23099,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26579,Crimes Against Children,0,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26580,Denial of Service/TDos,794,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26581,Employment,267082,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26582,Extortion,970,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26584,Government Impersonation,100000,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26585,Health Care Related,0,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26586,IPR/Copyright and Counterfeit,6070,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26587,Identity Theft,18106,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26590,Social Media,313843,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26592,Investment,400752,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26593,Lottery/Sweepstakes/Inheritance,269576,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26594,Malware/Scareware/Virus,0,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26596,Non-payment/Non-Delivery,419981,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26597,Other,30288,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26598,Overpayment,299232,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26599,Personal Data Breach,110644,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26600,Phishing/Vishing/Smishing/Pharming,3977,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26601,Ransomware,0,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26603,Real Estate/Rental,528953,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26604,Spoofing,19401,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26605,Tech Support,9015,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26606,Terrorism/Threats of Violence,2200,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26610,Virtual Currency,401002,Maine,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26612,Advanced Fee,2619242,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26613,BEC/EAC,28801127,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26614,Civil Matter,35396,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26615,Computer Intrusion,765099,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26616,Confidence Fraud/Romance,20678621,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26617,Corporate Data Breach,238163,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26618,Credit Card Fraud,2527660,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26619,Crimes Against Children,738,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26620,Denial of Service/TDos,38000,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26621,Employment,963570,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26622,Extortion,959429,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26623,Gambling,13020,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26624,Government Impersonation,3712765,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26625,Health Care Related,12600,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26626,IPR/Copyright and Counterfeit,288105,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26627,Identity Theft,6343694,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26628,,,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26629,Descriptors*,,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26630,Social Media,3728498,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26631,"*These descriptors relate to the medium or tool used to facilitate the crime, and are used by the IC3 for tracking purposes only. They are available only after another crime type has been selected.",,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26632,Investment,21370127,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26633,Lottery/Sweepstakes/Inheritance,1411983,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26634,Malware/Scareware/Virus,312120,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26635,No Lead Value,0,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26636,Non-payment/Non-Delivery,3602057,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26637,Other,810283,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26638,Overpayment,1400019,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26639,Personal Data Breach,5587359,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26640,Phishing/Vishing/Smishing/Pharming,760100,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26641,Ransomware,479250,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26642,Re-shipping,0,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26643,Real Estate/Rental,4493211,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26644,Spoofing,1175973,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26645,Tech Support,6152501,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26646,Terrorism/Threats of Violence,146949,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26647,,,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26650,Virtual Currency,20585564,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26652,Advanced Fee,181627,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26653,BEC/EAC,3500110,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26654,Civil Matter,2841,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26655,Computer Intrusion,689955,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26656,Confidence Fraud/Romance,12131095,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26657,Corporate Data Breach,0,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26658,Credit Card Fraud,1799988,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26659,Crimes Against Children,160,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26660,Denial of Service/TDos,0,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26661,Employment,187858,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26662,Extortion,1157735,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26663,Gambling,300,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26664,Government Impersonation,3155076,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26665,Health Care Related,351950,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26666,IPR/Copyright and Counterfeit,156816,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26667,Identity Theft,2076128,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
